market_slug,token_id
fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,35582864406073880931833314376109630127445954336393725126252111896715841195740
no-change-in-fed-interest-rates-after-july-2025-meeting,73793697275923646355831824753345919471011673129768736520616870696302293395247
no-change-in-fed-interest-rates-after-july-2025-meeting,108985814621083654149844269248799508997175971432517497471669614770134583560621
fed-increases-interest-rates-by-25-bps-after-july-2025-meeting,100067677053694812730460296850221451830656965871151478092125776330632208052828
fed-increases-interest-rates-by-25-bps-after-july-2025-meeting,57796925129236545184483223935379032609281052550974458723714516669872225271196
fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting,11862165566757345985240476164489718219056735011698825377388402888080786399275
fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting,71478852790279095447182996049071040792010759617668969799049179229104800573786
fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,92703761682322480664976766247614127878023988651992837287050266308961660624165
fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,48193521645113703700467246669338225849301704920590102230072263970163239985027
no-change-in-fed-interest-rates-after-january-2026-meeting,112838095111461683880944516726938163688341306245473734071798778736646352193304
no-change-in-fed-interest-rates-after-january-2026-meeting,7321318078891059430231591636389479745928915782241484131001985601124919020061
fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,16419649354067298412736919830777830730026677464626899811394461690794060330642
fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,42139849929574046088630785796780813725435914859433767469767950066058132350666
